Column,[0.0,5.0),[5.0,10.0),[10.0,15.0),[15.0,20.0),[20.0,25.0),[25.0,30.0),[30.0,35.0),[35.0,40.0]
mode_count,2434.222222222222,513.7777777777778,769.5,443.55555555555554,567.8333333333334,1242.2777777777778,1028.1666666666667,5080.666666666667

