__atable_index,group_label,group_size,row_created,row_updated,line_count_min,line_count_max,line_count_avg,line_count_std,line_count_median,line_count_render-histogram
"('All',)",All,8,2021-11-09T20:24:33.865375,2021-11-09T20:24:33.868562,292.0,1854.0,597.75,514.7692270744797,424.5,"[BarData(color=None), ScatterData(color=None), ErrorLines(color=None)]"
